Year,Wine ID,User Rating,Note,CreatedAt,Winery,Wine,Rating,num_review,price
2019,1139508,3.0,Well balanced blend from Innurieta! Fruity hints of plum black fruit red fruit cassis cherry  some oak hints  vanilla chocolate. Well bodied and medium finish ,2021-05-24T09:31:44.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"3,8⭐️
Siempre me ha gustado este vino y hacía tiempo que no lo tomaba, hasta que hace unos días @[1|18430404|Cata Minuta] me lo recordó en una conversación sobre vinos navarros. Viñedos a 400m (de ahí el nombre) y un curioso coupage de 50% Cabernet Sauvignon, 10% Merlot, 26% Graciano y 14% Syrah.
Crianza de 14 meses en barricas de roble francés Allier y roble americano.
Muy limpio en todas sus características (color, aromas y sabor), con su madera muy marcada y un cierto estilo afrancesado. ⬇️",2020-10-22T19:22:37.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Gran aroma a chocolate y frutos negros, color Rubí y ligera acidez en boca que marida perfectamente con una ventresca de bonito asturiana",2015-06-20T13:01:29.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Siempre en nuestra bodega. Es uno de los mejores vinos calidad precio que conozco. Es un vino con cuerpo, navarro, pero con una acidez muy controlada que mantiene la fruta. Es un vino con mucha vida pero muy equilibrado, una garantía y un gran trabajo.",2014-04-25T19:08:50.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"very nice berry flavours , smooth aromas and still a bit of tannins ",2020-07-07T21:55:09.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Oak and spice,2019-01-12T15:27:30.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Great with tapas,2019-10-13T15:33:46.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Rico rico,2021-01-03T14:38:53.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Muy bueno ,2019-08-15T13:33:58.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,murrico,2020-05-19T15:56:27.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.0,"My first try of this winery, hard body, sweat taste ob blackberry and raspberry, medium acidity for this entry level wine. Dark ruby color, a good QPR for 7€ wine. Drink and enjoy.",2021-12-13T20:28:34.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Impresionante. No esperaba tanto efecto, tanto perfume a barrica. Potente para ser crianza. Hoy la comida sabrá mejor.",2021-10-28T12:02:55.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Potente, intenso, aromas a frutos negros que permanecen en el paladar. Una nota final boscosa y ligeramente condimentada que realza sus sabores.
FR: puissant, intense. Des arômes à fruits noirs qui restent en bouche. Une note finale boisée et légèrement épicée qui rehausse le goût.",2018-06-25T12:20:44.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Very good wine table and great blend you should try if you are in Navarra Spain) 42% Cabernet Sauvignon, 19% Garnacha, 18% Graciano, 12% Syrah y 9% Merlot",2021-10-29T02:58:26.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Un vino que aqui en Navarra lo encontramos por todos los lados pero que no aburre nunca. De lo mejor en la zona calidad/precio.,2016-09-18T12:01:24.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.1,"Oak, vanilla, smoke, tobacco, blackberry. Great",2022-04-26T19:56:14.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.6,"Deed ruby red colour with short legs on appearance. Plum on nose. Plum, blackberry, cherry, vanilla, and dark chocolate on palate. Full body. High to medium acidity. Medium + length of the finish. 

Paired with moussaka. ",2022-02-10T17:55:10.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.5,"3.7🌟
Comprado sin saber que se trataba de uno de los tintos que me decía @[1|14970658|Josevi]. Tengo apuntado un syrah en la lista que pronto va a caer, pero mientrastanto me choco de cara con éste en el estante del Caprabo y a ""últimas unidades"", o sea tirado de precio. 
Buen crianza de Navarra, tiene aspectos positivos para repetir. Talvez me gustan los vinos un poco mas tranquilos, pero bien por la intensidad. Mucha fruta, roble, taninos altos y bastante largo. Otro crianza con una RCP de lujo.
Salud 🍷",2021-02-03T07:39:39.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Plumb earthly great value ,2019-03-11T08:46:11.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Nieuwe huiswijn?!,2019-10-07T18:08:38.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Estella,2019-11-19T18:45:35.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,コスパいい。土臭いようなearthyな当たり、タンニン。かなりコスパいい。,2020-09-26T10:35:34.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.8,Molt recomanable. Body and soul.,2022-03-29T13:18:21.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,lekker rotary 2019,2019-12-11T16:57:34.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.7,"Muy buen regalo traído de Navarra. Con buen cuerpo, potente y sabor redondo. Se siente la madera y los frutos negros. Oak fig blackberry ",2022-02-17T22:18:39.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Vino con mucho cuerpo. Ideal para una cena de ibéricos,2021-05-15T19:41:46.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Buen vino y bien equilibrado. Nunca falla este navarro. Bastante facil de beber,2022-01-09T08:49:55.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Perfecto equilibrio. Precio calidad ,2020-02-11T13:42:18.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Fruta y especias. Bastante intensidad.
Buena RCP",2021-08-19T05:31:02.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Pues me ha gustado. Y a buen precio. ,2021-10-05T07:02:00.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.3,Honestly! It’s the bomb! In Spain! Can’t believe the value this wine has to offer for the taste versus price! I can’t do American Cabernets because of the sulphates & this holds a candle to it!!!!,2022-07-11T19:41:00.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,50% new French Oak with higher elevation fruit. Good tannins with some structure. 50/50 blend of Cab and Merlot.,2017-05-10T18:02:39.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Super  it was a good surprise to come accross so intersting wine with very good taste and mediate aroma...,2016-02-18T23:55:39.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Afrutado, suave, todoterreno. Es navarro y fácilmente maridadle con verduras, pimientos asados y carne. Apuesta segura
",2021-11-26T15:11:58.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Big bold and spicy. Good depth and not too dry. Long finish. Much better than I expected at this price point. ,2017-11-01T13:43:25.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Really nice! Dark berries and chocolate. Some coffe. And of course oak. Starts with the fruits and ends with good tannins. ,2021-04-23T19:52:19.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Capsicum, strawberry, cinnamon, hint of graphite. 
Very good wine. Drink now but still has aging potential. ",2019-11-02T10:44:23.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.8,"De recorrida por los bares en el San Fermin. 
Otro cumplidor producto de una bodega que me gusta mucho.
Copuage Syrah, CS, Merlot, Garnacha y Graciano.
Fruta negra, ciruelas, especias, cuero, vainilla, chocolate. ",2022-07-11T09:27:28.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.5,"Erdbeere in der Nase mit leichten Kräutern und Minze.

Am Gaulen recht Mild. Kirsche, wieder etwas Leder und Rauch. Dezentes Holz. 

Kurzer bis mittlerer Abgang. Passt für den Preis. Tannine schön anliegend",2019-02-16T16:16:47.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Zeer mooie donkere kleur. Zwart fruit, cassis en pruimen in neus en mond; 2013 is mooi op dronk nu. Stevige afdronk; lekker winters wijntje 14,5% alcohol.",2020-12-11T18:06:53.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Sorprendente tinto de Navarra, afrutado e intenso con matices de madera. Marida con un amplio abanico de viandas, desde quesos suaves a comida tandoori.",2018-07-20T19:41:49.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,香り立つ風味、主張するオークの香り、なかなか重みのある味。チゲ鍋と合わせちゃいましたが負けない味でした。,2020-07-24T10:50:12.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.5,Came with my birthday dinner “cook at home kit” and had clearly been chosen for how well it accompanied the tapas ,2022-02-14T07:45:14.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Copio y pego de la etiqueta:
-----
De color rojo rubí profundo y aromas frutales y especiados, se muestra en la boca muy amigable y robusto. Demuestra que sus raíces están sumergidas en una tierra de ensueño.
-----
Está bueno. Con carácter. Tenaz!!!",2018-07-20T19:53:01.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.5,ナバーラ、ボデガ・イヌリエータ、クワトロシエントス・クリアンサ2017。ブラックベリー、クランベリー、カシス、ブルーベリー、ブラックペッパーの香り。ミディアムプラス程度のタンニンと酸味。わりと濃いめでスパイシーな果実味。スペインだけどニューワールドのブレンドっぽい感じの印象。,2022-04-02T11:17:00.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.5,ASADOR ZUBIONDO,2021-05-30T14:27:21.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.8,しっかりとした香り、気持ち重めな風味だが、スッと抜ける後味で余韻も良い感じで美味い,2022-06-17T11:11:47.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.5,Sabroso ,2022-07-20T12:59:41.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.5,"濃いルビー色。力強いアルコール、味わい、梅やカシスの香り。
アルコール強くない？って思ったら、15%だった！！",2018-12-02T13:59:02.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.5,Siempre genial ,2020-03-14T21:57:24.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.5,"3,5",2019-04-22T20:01:57.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.0,"3,25. Correcto. Ideal para copeo y trago ligero, aunque la entrada es potente y mineral, tostada, el paso es mas ligero y agradable, aunque algo subido de acidez. ",2022-02-12T10:32:35.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Excelente vino navarro.,2019-04-19T20:12:13.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,En Como Polanco,2019-08-08T19:24:38.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,口内に広がる深い味わいです。,2018-09-01T10:36:37.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Bright, tight, I'd recommend decanting right now",2015-08-16T23:26:18.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Good blend of flavors: fruity, vanilla (?), and a slightly spicy/woody finish ",2017-07-13T20:15:06.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"decent table wine, fresh, spicy, fruity",2017-10-29T13:02:02.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Rich dark cherries and chocolate. Full and juicy with great structure. Seriously enjoyable!,2016-07-02T17:20:18.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"tinned vegetables on the nose, berries, okra notes, long legs, spiced mulberry",2016-02-09T23:06:40.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,15% - perfekt zum Steak!,2014-12-15T20:29:12.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Fruity, full- bodied, elegant tanines.",2014-12-13T21:58:15.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Tannine sehr gut integriert. Gut Nachhaltigkeit. Persönlich finde ich, dass er ein gute Wein für Abendessen und nach dem Abendessen ist!
",2021-05-21T20:23:17.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Well balanced. Nice body. Great choice,2015-11-15T14:24:01.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Good nose intense CS body with overwhelming black fruit flavours. 
Long persistenc. 
Good value",2016-08-29T18:33:52.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Gran vino! Bien equilibrado sin que predomine la madera sobre la fruta,2020-07-15T13:29:25.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.5,"Vino tintl de color oscuro, en nariz muy frutal, con notas crianza en barrica. En boca equilibrado y con buena presencia en boca. ",2019-12-21T19:15:30.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Antes uma região de formigueiros, hoje um terroir que produz um vinho carregado de sabores picantes e diferenciados, entre eles couro, tabaco, canela e pimenta. Dizem que é o preferido na Espanha",2016-04-07T00:54:08.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.0,"Nice aroma, dry finish, even bitter, but nice, not acidic at all.....",2021-11-25T21:48:33.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.1,Blue Block - Regalo de Martin,2022-04-27T20:18:36.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,3.0,Fresco y sencillo. Agradable de beber ,2022-04-14T07:38:07.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Um pouco de madeira, algo de frutado.
Muito bom.",2021-02-26T08:17:23.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,2.5,"At first  it was just flat and didn't show much character at all. But then I let it sit for a bit and it started to come out. There’s dark fruits, mocha, black pepper, dried herbs, and lots of graphite. I'm still a little iffy on the midpalate but the nose is fantastic. The tannins are big and astringent once they realize they need to wake up, and there’s a piney / sappy flavor along with them on the finish. Simply put: this makes for a good a steak and potatoes wine. By itself? Meh.",2019-09-01T01:54:49.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Colour of a Pinot Noir, becoming pale at the miniscus. Earthy nose, forest floor, red  fruits, cherry, tang of licorice and a little chocolate. Medium weight, soft tannins, smooth velvety. Finish is a bit short however for about seven euros this is worth four stars. Went wellwith my ribeye steak at home.",2022-04-03T17:04:35.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,2.0,Catastrophic wine from a hotel in Pamplona. Would be decent for mulled wine at Christmas...I wouldn't destroy a bologese by using it in my cooking ,2019-02-21T19:34:43.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,"Muy rico.. suave y se muy buen paladar..
",2020-12-07T15:24:47.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
2019,1139508,4.0,Bueno! Con migas!,2021-03-21T12:24:20.000Z,Inurrieta,Cuatrocientos Crianza 2019,3.7,74,8.6
