Year,Wine ID,User Rating,Note,CreatedAt,Winery,Wine,Rating,num_review
2017,1157592,4.5,"Отличное вино. Пьяное. Первый нос - высокая спиртуозность, Через пять минут - сливовое дерево с несобранными плодами, оставшимися на дереве и преющими на земле. Достаточная кислотность, может быть не такое плотное, как я ожидал. Очень понравилось. ",2022-01-11T16:14:28.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,"Mais um Douro 2017, mais uma excelente prova. Vinho com corpo, acidez e taninos excelentemente equilibrados. Arina a frutas vermelhas maduras e alguma pimenta. Vinho elegante com um final agradavel e persistente. Excelente vinho relação preço/qualidade. ",2021-01-31T14:59:02.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,"05 Mar 2021 - Casa - Reserva Tinto - Colheita de 2017 - 14,5% - Continua um grande vinho que não chega a ser grandioso. Rico e elegante este vinho é sempre uma excelente escolha bem acima da média. Recomendo vivamente. ",2021-03-05T20:38:33.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,"🍇 Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Francisca
🪵 18 meses Carvalho francês 

Bastante presença de madeira no nariz e na boca. Fruta vermelha madura quase compota que se prolonga da boca para o nariz. Fim médio e tanino bem presente.",2022-04-04T21:45:21.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,Notas de amora e avelãs excelente porcaria do covid que tirou o olfacto ,2021-02-12T21:36:50.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Always, repeatedly and consistently a deep, ripe, strong performer, at an almost ridiculous price point. A wine that should be purchased and drank by the case, not the bottle.",2021-01-01T16:11:15.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"What a journey, this bottle! 
Dense and chewable in the beginning, with all its 14.5 ABV weighing in the glass. Red fruits and plums in jam, dried herbs, balsamic herbs, licorice. Suddenly incongruous citrus and floral notes astonish the nose, although the palate still keeps dark and bitterish, almost bitter. 

After one day, the wine makes peace with itself and becomes coherent, with nice notes of aromatic herbs, where sage and rosemary stand out.

... more than a tasting, it's a sumo bout... ",2020-11-13T22:27:33.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.9,"I'm back to my safe port - Portugal's reds. 

4T blend, nice fusion of both - AMo&FRo - ageing (18m all together). Organic orientation.

L: deep ruby, violet rims at 14,5%. Intense, textbook Douro N: violet, tar, dark fruit. Hints of cheese, coke, vanilla, licorice. P: full bodied, bold but velvety soft & smooth, dry, cherry & plum driven w smoky caramel touch. Dry & balanced. Short aftertaste.

P.S: @Putler's new name of terror.",2022-03-06T10:13:31.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,Acompanhou bacalhau no forno com batata doce,2021-08-22T20:04:12.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,"Magnum.
Belo vinho.
Muitos frutos vermelhos bem bem maduros.

Relação preço qualidade muito boa. 

4,5 valores. ",2021-08-16T19:45:45.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Outstanding wine. Tannic, bold, persistent and good. ",2021-02-12T22:31:57.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Carm is good,2022-02-05T17:25:17.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Quando se exige um vinho que agrada a todos e com boa rpq é deste me lembro sempre. Precisa de arejar mas depois tem aroma, tem a acidez, tem o final e o sabor sedutor transversal! Nunca falta cá em casa! ",2021-03-28T12:50:03.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Revisitado. 

Um vinho com uma boa intensidade e bem atractivo.

Estágio: 18 Meses em Barrica

🌍 Douro (🇵🇹)
🏠 CARM Vinhos
👷‍♂️António Ribeiro
🍇Tinta Roriz, Tinta Francisca, Touriga Nacional e Touriga Franca
👶2017
💪 14,5%",2022-01-28T12:21:09.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"🍾Tipo borgonhesa com rótulo simples mas interessante🧐e com contra-rótulo de muito boa👍informaçãoℹ️sobre o vinho🍷
🍇50%Touriga Nacional, 25%Touriga Franca, 20%Tinta Roriz e 5%Tinta Francisca com estágio de 18 meses em barricas de carvalho francês e americano🇺🇸
👁Cor vermelha opaca e profunda🧐
👃Aromaticamente forte💪presença de frutos🍇pretos silvestres, nuances de cereja🍒e de especiarias🧂
👅Prova de boca👄típica dos vinhos do Douro com a forte💪presença de fruta🍇e ótimos taninos👍Bebido no dia 10 de Fevereiro de 2021🍷",2021-02-11T00:07:17.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.5,"Solid 3.74

Blend giving notes of Licorice and port wine. Dark fruit and Plum are dominant. Barrel notes are there",2020-08-02T00:09:05.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Diria muita fruta... ,2021-01-01T05:38:01.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,4.1,2020-08-30T14:32:36.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"14,5%",2021-05-18T19:37:19.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Com rosbife #vinhostwitter,2020-01-11T14:13:25.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Muito bom,2021-11-07T15:24:01.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.9,Sans faute but ok,2022-06-14T22:40:21.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Spice and tannins. ,2022-02-12T16:50:56.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,4-,2021-06-06T19:28:58.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"8,3/10 🙂🍷",2021-12-25T01:33:14.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Vinho revisitado, mantendo as notas anteriores, com fruta vermelha madura no aroma,taninos bem redondos e final médio ",2021-03-31T08:50:57.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Goût de fruit noir et juste assez boisé, avec des notes terreuses. Très heureux de retrouver un vin du Douro.",2021-01-12T02:12:43.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,"Um vinho a meu gosto. Excelente e acessível. Sabor amadeirado e com notas de amora e mirtilo. Recomendo, é uma referência do Douro",2020-12-20T13:54:50.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,Complex and delicious. Allow it plenty of airing time and it becomes velvety smooth with still an undercurrent of bronze. ,2021-09-07T19:17:29.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,5.0,Vinho muito suave e muito agradável no palato!! Vinho de excelência!,2020-10-04T08:04:19.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Dyp rød,deilig douro. Kjøttfull",2021-12-27T19:20:14.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Bom vinho! não é polido, mas é interessante ",2021-03-19T22:01:27.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Celebrações a comecar...,2020-05-05T11:36:05.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.5,"Cor rubi, com reflexos violaceos. Perfil aromático fresco, jovem, intenso e moderadamente complexo. Frutos vermelhos (morango, cereja, framboesa).
Vinho algo encorpado, acidez algo acentuada e taninos firmes, apresentando se ligeiramente desiquilibrado. Foi melhorando um pouco, mas não o suficiente. Ainda assim um tinto do Douro bastante agradável.

Nota de prova: 3.7",2021-04-11T14:33:47.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.5,Strawberry ,2021-07-28T18:03:53.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,5.0,"This deep red wine from selected grapes from Douro area. Ripe plum, floral hints & liquorice. Aged 18 months in American & French oak.
Really tasty wine.",2022-01-09T20:01:41.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,"Safra 2017. Classificação MR: 4.4/5

Óptimo vinho para o preço praticado.

18 meses de estágio em barrica de carvalho. Castas: Touriga Nacional (50%), Touriga Franca (25%), Tinta Roriz (20%), Tinta Francisca (5%). 14% vol. 

Produzido por: CARM - Família Roboredo Madeira. Enólogo: António Ribeiro 

Beber a partir de 2021. Potencial de guarda. 

(91WE/17RV/4.1V)",2020-11-30T07:36:54.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.5,oak ,2020-12-29T13:29:19.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.5,"Muito suave, boa madeira. Final boca agradável.",2020-06-21T19:35:05.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Bom,2021-03-17T16:31:11.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,5.0,"Óptimo para acompanhar carnes vermelhas, queijos e enchidos. Notam se os sabores a uva passa guardados em carvalho. ",2020-06-13T18:31:05.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.0,"Equilibrado, bom para o dia a dia!",2021-10-03T13:39:04.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.0,"65/100
Muito jovem...",2020-01-20T14:08:48.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"3,75",2021-03-07T11:50:46.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Typische volle rode wijn uit Douro, rode vruchten, vooral rijpe pruimen, geconfijt, vanille toets. ",2020-08-29T21:16:36.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Holy moly this is some great stuff. On the WE top 100 list and I understand why. Complex flavours and tannic bite. Still young but already performing.,2018-09-22T14:21:10.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,5.0,Muito bom,2020-07-12T15:44:25.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,5.0,Muito bom,2021-03-11T22:30:34.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Grande vinho

",2022-02-27T12:27:19.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,5.0,Muito bom!,2020-04-07T13:41:10.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.5,"
Gostei mais do 16",2021-12-23T12:24:48.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Классное вино. Полнотелое. Густое как кисель. Танины мощные. Кислотность высокая. Вкус и аромат интенсивные. Дуб, вишня, слива, ежевика, табак, шоколад, кофе, перец. Длительное вишневое послевкусие.",2021-11-03T19:56:36.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"A blend of Touriga Nacional, Touriga Franca, Tinta Roriz and Tinta Francisca. Earthy, perfumed, complex and balanced, refined tannins, pleasure to drink",2019-04-23T19:33:14.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Extraordinário...como sempre. Não falha,2020-12-20T13:53:45.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.5,"
",2021-12-19T12:57:15.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.1,"Splendid Douro!
Has that excellent balance between a good price and superb quality!
Morello cherries, touch of plum and vanilla.",2022-04-30T16:17:27.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Lots of alcohol on the nose, but not present on the palate. Really dark fruit and  and some earthiness. Great long smooth finish with dried fruits.",2017-10-04T20:20:10.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Deep ruby red color, dry wine and smooth tannines. Ripe plum, blackberries, floral tones, vanilla. Aged 18 months on mix of French and American oak, which reflects in the smell and taste. Taste red cherry, blackberries and plum, some hints of chocolate. Great Portugese wine and an easy drinker",2019-02-09T16:39:42.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Great Douro red! 
Another good vintage of this powerful blend of Touriga Nacional, Tinta Roriz, Touriga Franca and Tinta Francisca, aged 18 months in French and American oak barrels.
Bold, complex and elegant, with good concentration and length.
Deep ruby color, floral, plums and other dark fruits aroma/flavors, with notes of spices, mint, mocha and well integrated oak. Full body, polished tannins and a long finish. Nice wine, with very good value for money, never disappoints!",2020-02-02T22:21:47.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Cellebrating 9.000 followers on Vivino
6°/8🍷portuguese wines
Apreciado com as confreiras @[1|1780292|Ana Beatriz Tallarico - Brasília],@[1|6841418|Adriana Nasser],@Tereza Cristina J. Garrido,@[1|22164270|Elisa Correa],@Valeria Frota
Rota do Vinho na Asa Sul BSB
Harmonização: 🍽️🍤 Tailandês
🍽️Lombo de 🐖 com Aligot
Passagem por barrica
14,5 GL integrados em acidez, estrutura e complexidade com final longo e prazeroso
4,1🌟TS",2021-11-20T16:39:21.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Very enjoyable Douro! Has a good, robust mouth feel but more subtle than, say, a Ribera del Duero. Earthy and dark fruit like plum or prune come to mind. Would definitely like to try more Douro, given how much I enjoy Spanish Tempranillo.",2020-04-28T00:58:13.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Really intriguing wine, already would like to try again. Lovely color in the glass, lots of complex flavors (dark fruits like blackberry and plum as well as pepper and clove spice notes). The tannins are well-balanced and provide a pleasant finish. ",2020-04-28T00:52:29.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Good Reserva from Douro region. In the nose lots of dark ripe fruits, plum and spices. Slightly sharp (alcohol) in the nose as well. On the palate clearly round and much more smooth than expected. High intensity, with plum and vanilla (18 months on oak). Typical from this region, but on the other side more smooth than other Douro’s. For sure a good quality Tinto. ",2018-08-05T19:55:17.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"In der Nase volle Frucht. Kirsche, Johannisbeere. Am Gaumen zwar eine leichte Bitternote, aber das macht den Wein interessant. ",2019-12-11T18:04:22.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"World Wine Experience 2022 no Marriot RJ. Cor rubi,  frutas vermelhas,  floral, aromático,  tostado,  corpo médio,  taninos macios e persistente ",2022-09-01T16:44:47.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Mørke bær- brombær især. Let krydret, svag vanilje og bløde tanniner. Afstemt syre som bliver hængende sammen med lidt jord og tanniner.",2021-11-20T21:15:46.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Nariz com madeira e fruta vermelha.
Na boca é muito suave e elegante. 
Possui taninos finos e redondos.
Final longo e agradável.",2021-05-31T07:51:53.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Young, bold , black fruits. Need long decanting.
On the 2nd day wine got more approachable . Not complex, but very pleasant on the palate. Easy drinking. 
Good VFM.",2022-06-21T17:30:21.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Absolutely gorgeous full bodied with soft but robust tannins, black plums and spicy notes, yum yum yum",2018-09-16T00:20:46.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,So it was soup and wine for dinner. Drunk separately as one should this Douro far outperformed the soup......,2020-07-13T11:26:38.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"World Wine Experience 2019 – Península Ibérica, 07 de junho. Vinho já bem conhecido de outras safras e que sempre agrada. Nestes eventos não avalio na escala de 100 mas, apesar de ainda novo, está definitivamente mais para as 4 ⭐️ do que 3,5 ⭐️.  Maior proporção de T. Nacional (50%) e estágio de 18 meses em carvalho (70% francês). Ameixas maduras, chocolate, violetas, tabaco e especiarias doces. Bom corpo, taninos de boa textura, acidez e álcool equilibrados. Suculento, com fruta saborosa e carvalho integrado",2019-06-21T01:58:06.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"World Wine Experience - 2019. Coloração violácea. Aromas de ameixa, framboesa, cereja, baunilha. Na boca é seco, acidez média, corpo médio, taninos macios. Notas frutadas, de baunilha e especiarias. 90/100",2019-07-22T23:19:52.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"World wine na 68 Pizzaria 
Tinta Roriz, Touriga Franca, Touriga Nacional. 
Estilo austero, encorpado, com 18 meses em Carvalho. 70% da Madeira é francesa mesclada com 30% de americanas. Complexo, frutado, novo e muito fino!",2019-06-09T20:17:24.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Um belo vinho tinto do douro 
De uma muito boa vinicula de Portugal 🇵🇹🇵🇹
Com sua safra premiada em 2013
Belo corpo e taninos bem agradáveis 
Saúde 🍷 🍷 🍷 🍷 ",2021-10-13T21:53:09.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.1,"Vinho que enche as medidas, tudo muito bem feito, nariz envolvente, que se confirma num bom ataque de fruta vermelha com madeira bem integrada, final guloso e longo. ",2022-03-23T22:36:24.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Blend duriense de Touriga Nacional (50%), Touriga Franca (25%), Tinta Roriz (20%) e Tinta Francisca (5%), estagiado 18 meses em barricas de carvalho francês (70%) e americano (30%), de cor ruby escura com orla violácea.
Nariz de fruta silvestre, cássis, groselha e amora, aromas balsâmicos e especiados de cravinho e pimenta preta, notas de tabaco, cacau e baunilha.
Boca de fruta do bosque, encorpado, acidez bem integrada, taninos aveludados, final de fruta com notas de cacau e baunilha.",2020-03-11T19:55:08.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Smoke, cloves, cinnamon, nutmeg, plum",2021-04-04T17:45:26.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Smooth, light. Fruity. Rich ending. ",2019-08-15T19:24:15.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"3,8 wine with character-vanilla,chocolate,plums,blackberries,full-bodied,round tannins",2021-06-04T12:26:49.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,4* for 2018. Delicious vanilla choco decent oaky. M body acidity.,2021-10-20T11:27:05.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Intense at first and very smooth fruit and fresh finish,2019-12-26T20:58:40.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,3.8,"Very nice, well balanced, Duoro well represented (they say) would love more tannins and little less acid. But this is a great wine ",2022-07-30T15:55:00.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Excellent Value. Full body long finish Douro red. Chocolate, vanilla, oak, pepper aromas",2021-10-03T12:54:31.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Full body black fruits ,2020-11-21T23:21:40.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Dark cherries, black berries, chocolate.",2019-08-26T20:19:48.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Smoke and licorice, dry wine with medium tannins. ",2019-10-10T20:35:52.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,Delicious with dark fruit and a dry finish,2018-09-06T20:50:35.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"7️⃣5️⃣
Bom corpo, fácil de beber, preço razoável.
👃 Fruta Preta em compota, alcaçuz, pimenta, toque floral.
👄 (Escala 1 a 5)
Intensidade 🍷🍷🍷
Taninos 🍷🍷🍷🍷
Acidez 🍷🍷🍷
Doçura 🍷🍷
Amargor 🍷
Final 🍷🍷🍷",2021-11-26T19:55:03.000Z,CARM,Reserva Tinto 2017,4.1,212
2017,1157592,4.0,"Bebido a copo num restaurante de carnes, surpreendeu pelo olfacto a fruta, bom corpo com um final prolongado que combinou na perfeição com as carnes.",2018-06-04T21:07:21.000Z,CARM,Reserva Tinto 2017,4.1,212
