Year,Wine ID,User Rating,Note,CreatedAt,Winery,Wine,Rating,num_review,
2019,3933104,4.5,"Great fruit with surprising notes. Nice black cherry nose, with plums and figs on the palate.medium acid with a picturesque fade to black finish. I’ll sample again in 6 months and decided it’s fate then. A worth while pick up for sure",2019-11-07T01:43:41.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Summer berries with a hint of pepper and some heat. Reasonably smooth after decanting and breathing.
Good with steak. ",2021-08-24T19:56:08.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Earthy, oak, green peppers and blackberry. Smooth on the palate, full bodied but too heavily tannin. Great length. ",2022-02-11T16:36:18.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"4.4. 2017. Beautiful Spanish wine from the Barcelona area. Bacon, cured meat, cassis, blueberry, pepper, vanilla. Perfectly structured. Complex. A top QPR hitter (found it in the airport for 25EUR!)",2021-12-07T19:32:25.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.3,"GREAT WINE. Drink now, I don't see a purpose waiting. A tiny bit meaty but I can forgive that. ",2022-04-02T11:59:51.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,4.3 good! better than expect,2021-06-23T09:51:40.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"On the nose blackberry, vanilla, oak and chocolate.
Tastes like on the nose.
On the palate silky smooth, medium bold, shy tannins. Pleasant n",2021-10-09T18:15:16.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,Balanced yet strong. Spicy.,2021-10-06T20:47:28.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,Very enjoyable Spanish red blend (4.0-4.5),2022-03-11T06:57:47.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Exceptionally good red this one. Red fruit first with cherry and pomegranate, extremely drinkable. ",2021-10-15T18:11:51.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Blackberry and black currant noses. On the palate, blackberry and cherry. Very fruity wine. Tannins is very smooth and can taste minerals as well. A little sweet and oaky, but I like it. Fruity and lovely wine.",2021-09-05T11:52:05.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"An excellent Spanish blend of Carignan, Gernache, & Syrah.
Rich comlex wine with many flavors, mainly red fruit & black fruit, forest berries.
Very pleasent on the pallet, elegant wine, with med to full body, and long finish.
Cheers",2021-06-25T10:29:16.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"An excellent Torres Granatxa, Cariyena and Syrah blend from Costre del Segre, Catalunya.  Plum and tobacco nose.  Rich blend of blackberry, cassis, chocolate and fine English shoe leather.  It has that distinctive Torres smooth house style.  16 months in french oak. Round, balanced, well integrated, lingering.  With Fernando, Miguel and Wendy in BCN.  4.3",2021-09-30T21:09:17.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,In Catholic doctrine Purgatori is a place or state of suffering inhabited by the souls of sinners who are expiating their sins before going to heaven. Aren't we all sinners when trying to enjoy such a beautiful 🍷? Is this bottle a symbol of cleaning from sinful life? It can definitely represent such a meaningful bottle.,2021-10-23T13:42:48.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.3,"Another successful choice, this is a bit of me. Black fruit explosion with a leathery after taste. Dark ruby red, bold with medium tannins. Absolute guzzler! 
👃 plum cherry blackberry 
👅 blackcurrant plum black cherry cassis leather ",2022-06-23T19:33:23.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Dark garnet red colour, almost purple. A little spicy, thyme, cassis, blackberry, plum nose. Smooth full body, just a bit of vanilla / oak. Smooth round tannins. Medium acidity. Delicious. Super balanced. Let it breathe for an hour. ",2022-04-10T23:58:26.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Amazing wine, lovely aromas of black and red fruit and subtle sweet spices and herb. Palate is med+, very fruit forward with mellow tannins, potent alcohol but not burning, and medium to long finish. Enjoyed at Folly dinner with @[1|47228661|Erica Peruzzi]",2021-04-23T18:11:55.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"What a bang! And what a story behind the land, the grapes and the claim of the land. Oak, vanilla, chocolate and pepper. It has a beautiful deep red colour. I think this one will follow me home… 

Edit: No it won’t - we can order it at Systembolaget!!",2021-10-07T14:30:01.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"Tried the 2014 vintage 2 days ago. Took about 20 mins to start opening, 30+ mins to open up properly. 

Mouthfeel / texture is thick / heavy from the sediment. 


",2019-11-24T08:48:27.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"Smells like sharp cherries and spice, damp soil.  Soft and velvety, full body.  Tart overripe fruit in the mouth with a moderately long finish.  Great blend!",2018-11-03T16:51:45.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.1,"Deep ruby, such a pleasant color. Smoke, cherry and pepper on the nose. Dried figs, raisins and prunes on the palate. Lacked a bit in the tannic area but a good finish.",2022-04-15T10:16:56.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Medium tears, dark colour, soft nose with smoke and cherry, slightly sour taste with cherry, great with tortilla",2021-09-18T11:48:24.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.4,"Excellent blend, warm, balanced freshness, soft tannins, a bit sweet. oak, vanilla, blackberry and cherry. Complex. Cheers ",2022-06-11T19:00:31.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,Well balanced except slightly alcoholic at the beginning. Not a big fan of the Torres winery though this one I loved it.,2022-03-26T16:34:26.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,oak chocolate vanilla blackberry plum blackberry blackcurrant black fruit blueberry cherry strawberry raspberry red cherry,2021-03-29T02:41:57.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,Excel·lent.,2021-12-27T06:12:11.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Great legs on PnP.  Vanilla, oak, but not overly oaky, leather and cherry notes.  €17 from our local store, but definitely drinks like an even higher priced wine.  Very elegant wine, perfect with a filet. ",2020-10-09T19:31:55.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Black forest fruits and some wood. Just deliciousness that is different from anything else.... But in the mouth, it fills your mouth with something like silk - full bodied yet not a heavy bodied wine. How can that be? Try it and you’ll understand. This wine is outstanding, as good as the 2014 I first tried
",2020-01-18T19:40:09.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"4.3 ~ 93% ($44.99)
F Torres Purgatori Costers del Segre 2016.
Full bodied, powerhouse Red ~ intense, black as night cherries, legs like a runway model 🦵, med tatas, oaky, off dry (2 gs/14.5% abv). Blend of Cariñena, Garnacha, n Syrah ~ 15 months in French oak, WAY steep 💵 on order, but fantastic for me, besides having the coolest label EVVA 😉",2021-11-30T12:18:52.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Quite light, very good nose, forest fruits, blueberry, strawberry, my 4yrs even said peach! Complex, balanced acidity & swettness, silky tannins, vanilla, hint of oak, 14.5% but ready to drink, quite long finish. 4* with additional half for good QPR! Cheers 🥂",2021-05-21T18:51:20.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"What a complex wine , starting with intense aromas of black fruit , black cherry ,graphite , smoke , oak , fig , licorice , sweet spices , violet , tar , leather .... on the palate it medium + body , bitter tar almost like tasting slate , smoke , dark bitter cherries , black fruits ... persistent smoke finish , the wine keeps giving so much after decanting ....integrated abv  and tannins , supported by vivid acidity !  This 2016 is still too young to drink !",2021-03-05T23:05:46.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Beautiful red. 4.2+ on rhe cost / benefit. The nose is a fantastic array of black berries, leather and your granny’s wardrobe and the palate remains a faithful runner-up of a balanced complexity of red and black fruits plus licorice and cocoa-caramel. Highly recommended ",2019-10-20T13:59:11.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,5.0,"Really really really really great. A fantastic choice from @[1|2683923|Mark Ross]. Deep ruby colour, oaky as anything, vanilla runs through this wonderfully well. Absolutely fantastic.",2021-10-19T20:23:07.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Peppery with a long finish, lighter but flavourful",2022-08-04T23:34:02.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Scent of bacon and dried ham. Smooth, round, fruity. Bit of vanilla, Blackberry and then some chocolate. Nice fresh long finish. 4,3",2017-03-21T18:46:26.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,Great with chocolate dessert since I’m not too fancy of sweet dessert wines.  blackberry blackcurrant raspberry red fruit cranberry licorice,2020-01-09T22:06:31.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.2,Oak vanilla blackberry very smooth and nice,2022-06-25T11:36:29.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Lychees in  the nose, well balanced acidity , pears in the palate.",2018-09-14T13:20:32.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,Bold black fruit with graphit and coffee notes. Smooth tannins with a moderate acidic ending. A very enjoyable red blend that is also GVM.,2022-07-10T09:10:40.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"4.2 dark fruit nose, witha little smoke. Medium to full bodied, balanced tannins.  An elegant wine. Very nice with our post rugby steaks in Cardiff",2022-02-13T08:31:37.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"Dry, high accidity, med+ tannins, full body, high alcohol, black fruit, black currant, blackberry, plum, vanilla, oak, long finish",2021-05-01T21:52:31.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"Black fruit, spices, oak, licorice, pepper some vanilla.
A bit «warm» on the fruit
Good bottle of wine.
90% Carignan, 10% Garnatxa, 10% Syrah.",2022-04-10T21:42:59.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.1,"Beautiful blend of cariñena, syrah and garnacha. Rich and sumptuous. Plums and blackberry. Oak, smoke and a bit of pepper. Very good value too. ",2022-07-15T13:59:39.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Dark chocolate, wood, smoke, leather, dry, cherry, bold, delicious! Interesting. Packs a punch. Slight sour note. Currant?",2021-03-12T19:05:35.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"This was a wine I really wanted to like. It's close to one of my favourite wine regions (priorat) and reviews promised much. The story behind the bottle also made me want to like it. My expectations were high but I ended up bit disappointed. It's a full on bottle of blackberry and oak loveliness but I wanted just a tad more to make it perfect. I've still given it 4 stars as it might have just my mood that put me off a little. I will try again but maybe a different year.

Drank a 2016 in 2021.",2021-08-13T19:39:51.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"The story behind the label is that a significant amount of barrels mysteriously disappeared. Some said they were nicked to take up to heaven which I totally understand why. 

Extraordinary dark cherry red color with great depth. Intense floral (violet) and fruit (cassis) aroma with exquisite Mediterranean garrigue (thyme) coming through, joined by notes of smoke and spices (cocoa). Full and intense on the palate, with ripe, velvety, wonderfully elegant tannins. An exceptional wine. ",2020-05-31T17:37:10.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Showing a deep garnet red color, with an aroma reminiscent of blackberries and blueberries, and a hint of orange peel.
The palate is dense and extremely silky.",2017-01-02T09:14:23.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Purgatori, one icon of Torres, very balanced cuvee, silky tannins, good acidity. Red fruits, and a lot of sweet spicies. Excellent with venison steal. 93/100",2018-03-31T13:39:34.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,Good balanced wine. Very fruity with something strong berry and acidity. Few but not zero acidity and tannin. This interrupted good flavor. Anyway good!!!!,2022-05-04T13:22:02.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Dark ruby Red colour, blue berries and passion fruit on the nose with a pinch of fresh  coffee. Multilayered palate, plum and Black currant then chocolate and vanilla with long finnish of dry fruits. ",2020-03-17T20:40:18.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"The legend goes that barrels mysteriously disappeared . I can promise you they 'd miraculously disappear from my cellar too! 🤣🤣
Dark coloured, it enters my glass.
First thing that hits me is the smokiness, oh yes that s a good start. Violets and dark fruit follow.
Elegant and well structured body, beautiful finish. 

That's how you make fans, Torres.🥰",2021-05-26T16:38:10.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,3.9,Dark Fruity smell with vanilla blackberry leather plum in the nose. Soft dry taste with plum blackberry    on the tounge. Soft tannins. Nice with barbeque.,2022-06-22T16:41:46.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"Outstanding wine . First one from this part of Spain. A granacha-Syrah Rhône type of blend, that goes marvelously well with everything -especially red meat. ",2021-10-29T17:24:05.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0," oak, leather, blackberry, chocolate, coffee

Did drink this wine with a handmade double cheeseburger so it did go well even when the food was very fatty",2021-03-21T09:18:28.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"2016v. Cherry, vanilla, and licorice. Wood spice on the finish. Good acidity, rounded tannins, dry and full bodied. Delicious. And cool label.",2022-03-10T20:54:58.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"This one is good. Smooth and rounded,  blackberry and  vanilla notes ",2020-09-12T14:29:13.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.2,"Fullbodied and jammy.. Very good! Oak, leather and plums on the palate.. One of my favourites in this price range..",2022-07-29T17:59:27.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Ripe fruit note, coffee, blueberry, chocolate, walnut note",2020-09-12T17:52:46.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"Lighter but greatly processed. Sour and well oaked. I would imagine even more massive impression, but still great and very recommended. 4.1*",2022-02-14T13:15:07.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Vanilla, prunes. Solid, med plus body. Meaty and tobacco nose. ",2020-03-14T19:11:58.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"Excellent, Liquorice dark mature red  fruit earthy nose.Very pleasent palate, smooth showing friendly wood some leather and species,  ,very long.",2020-09-07T17:45:31.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,Plum blackberry leather Medium  intensity Medium body Soft tannins Medium acidity Well balanced Complex Very long,2021-11-07T20:23:02.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,5.0,"Harmony of aroma and taste. Volumed, creamy, well balanced. Aroma of plum, black pepper, leather and vanilla.  ",2021-10-27T20:12:11.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Very nice Spanish wine. Red and black fruits notes, easy drinking. ",2019-10-20T19:28:18.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,Awesome!,2022-04-22T12:47:50.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,BRL 4.2,2022-04-05T21:56:02.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"4.1 

Clear deep ruby. 

Medium + intense nose of sweet pure cherry, strawberry, vanilla and oak. 

Palate confirms. 

It’s dry with high acidity, medium tannins and medium + body. 

Good value. ",2021-01-27T17:30:11.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"Friday 5th, March 2021
Meeting some friend ande enjoining this great great wine. So fruity, ripe fruit and berries.
I fully recommended.
I ranked 4,2 ",2021-03-05T18:35:17.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Very full bodied, almost gamey & thicky texture. Balanced yet complex - very good or even outstanding quality.

Imagine a very balanced, thick and full bodied, still developing red with black plums, red baked cherry and cranberry notes

Additional notes of tobacco, leather, chocolate, black cherry, pepper, vanilla and basil come in intervals. Baked and earthy tones, musky & smoky cedar. Medium+ finish.
",2022-01-07T19:38:14.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Nose - Black Cherry, Blackberry, Black Currant, Clove, Chocolate, Licorice, Dried Violet, Smokey Vanilla.

Palate - Dried Black Cherry, Smashed Blackberry, Dark Plum, Tobacco, Dusty Smokey Chocolate Nib. 

Tannins - Medium Plus.

Acid - Medium Plus. 

Note - 14.5%acl. Oh, so gooooooooood! Oh God damn, this is my jam!!!",2018-02-18T15:00:42.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.2,"A fairly bold blend of Syrah, Cariñena and Granacha from the higher elevations of the northeastern Mediterranean coastal region of Spain. Aged for 18 months in 40% new oak barrels which is quite noticeable. Aromas and flavours to match of blackberry, blueberry, plum and dark cherry with hints of dark chocolate, licorice and an earthy smoky sense. Has a nice lingering clove and peppery mouth feel. Seems nicely balanced and very enjoyable with a dark garnet colour. ",2022-07-27T18:10:46.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"Nice #Iberuly 🇪🇸5. Deep ruby color. Aromas & flavours of Blueberries, black plum, black cherries,lavander,graphite, complemented by eucalyptus  licorice and notes of black pepper. Medium + acidity, full body. Long herbal finish undelined by black fruit. Cheers 🍷🤗
",2021-07-08T23:00:00.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"A deep ruby red colour with an aroma of black and blueberries. Aged in oak barrels for 18 months and 100% barrel fermented. (So the man at the bar told me). It was smooth, deep and rich but exquisitely velvety. Could have easily drank the bottle.",2015-10-19T20:02:20.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Stellar. Tried in 2022. Excellent GSC from a favourite producer. Very well balanced and juicy, tannins are soft, pencil shavings, dark fruit and red fruit play off one another with dill and fresh tobacco.",2022-08-31T05:02:06.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Deep red with a purple rim. Nose starts off with red fruit and vanilla;  on the final glass something more lactic, maybe a very milky coffee. Palate is still relatively tight, but showing red berries,  leather, spice and white pepper.  Silky,  velvety texture, grippy tannins, medium to high acidity and a medium to long finish makes for a wine that drinks well now with or without food or for 2 or so years to come.",2018-06-02T20:10:22.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Interesting and pleasant, fruity, relatively low in tannins, but still a mature and well balanced dry wine. Good match with a steak dinner or similar. Pretty intriguing mix of flavors, different ripe fruit and spices.",2018-01-24T12:20:14.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Dark almost purple clear color, nice aroma 
Great complex blend and wonderful story
Good balance, high tannins and nice acidity 
Smooth, a little dry and 
Black berries and earthy taste that last long
Lovely wine",2018-04-01T00:39:19.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.0,"First nose -spices like pepper, cinnamon, and ground, chokeberry, than red fruits. Taste balanced and strong enough to support grilled beef and lamb ",2017-03-03T21:09:06.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Vinexpo 2017 #258

Carignan Grenache syrah 

Lovely powdery nose of blackberry jam, eucalyptus, cocoa, tobacco and popcorn butter with an incredible finesse and elegance 

Mouth is very smooth cool light and with an incredible taste intensity with a ridiculously silky Mouth with just a light powdery tannin that brings a great salivation 

Exit is opulent deep intense and overwhelming 

Outstanding value 

4.3",2017-07-13T22:11:13.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.3,"Ruby red colour, medium to full bodied. On nose, hint of vanilla, blackberry, pepper, raspberry and tobacco aromas. On palate, rich fruity with blackcurrant, red fruit, strawberry, clove and oaky taste… Excellent wine and complex structure with mild acidity and moderately strong tannins.. Should decant for at least 3-4 hours to review the true taste… second try still good.. pair with cheese is very good… 👍🏻👍🏻",2022-07-09T11:14:05.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"4.3. A bit closed as first, with lots of fresh primary fruit and also a healthy dose of tertiaries. Firm tannins are well integrated. Red raspberry, black plum, star anise, graphite, chocolate. Opens up over the glass. Ultimately right in its prime! Glad I waited to open this.",2022-02-06T12:55:59.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Very nice on its own. Tried it with duck and roasted beetroot&carrot salad. Perfect!

Next day kale salad and leftover hot chicken wings did nit mix well.

Easy, but strong blackcurrant, long taste, easy on the acids. Hint of leather and tobacco.",2018-11-05T16:09:51.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Med ruby/garnet colour. Very fruity nose. Blackberry, plum, leather, vanilla, chocolate, tobacco, licorice. Firm structure, balanced, med tannin, dry/offdry, med plus acidity. Long finish. High alcohol, 14.5abv. Drink now. Good wine. 4.3.",2019-10-31T14:30:53.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
2019,3933104,4.5,"Very nice, a bit tight at first but smoothens quickly to a nice and intensive full-bodied experience. Blueberry, gooseberry and vanilla oak with some leather. Superb after a while and worked well with moose filet.",2017-11-25T18:11:27.000Z,Familia Torres,Purgatori Costers del Segre 2019,4.1,175,
