Year,Wine ID,User Rating,Note,CreatedAt,Winery,Wine,Rating,num_review,price,language
2017,1211835,4.0,"Enjoying Easter Lamb dinner with Lori. Deep Violet color with a hint of brownish. Black cherry, Black Pepper and Oak nose. Black cherry, Black Currants, dark plums and Oak Flavors. Full body with medium high tannins. ",2020-04-12T22:32:48.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"4.2 Bottle #3 from my fall allocation.  I’ve had the 2016 Milbrandt, taken from the Northridge and Clifton Hills vineyards, named after Butch Milbrandt, one of the founders of the Wahluke Slope Ava.  Great wine.  This is a very young and light Syrah.  A little too light.  A light nose of lavender, ripe cherry, chocolate and sage.  Very light floral and herbal notes.  Nice light acidity and tannins.  Very easy to drink.  Needs more oomph and personality.  Almost too drinkable and approachable.  ",2019-10-13T00:31:02.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"4.2 Spicy blackberry liqueur on the nose.  Dark cherry on the palate.  Well oaked, nicely balanced.  Enjoyed!",2019-10-29T01:15:03.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Blue fruits, vanilla, black olive, savory, aromatic, slight of perfume, lavender on nose. silky tannic. worth it! ",2021-04-27T16:08:03.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"All the ripe blue fruit, with a savory black olive back end, good structure, chalky tannins, and moderate length. Really liked this. ",2020-12-21T01:42:59.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"On the nose there is ash, ripe cherry and olive and juice hits the palate with a tasty minerality ",2020-02-07T03:16:36.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,Another wonderful wine that is smooth right from the start,2020-01-19T23:46:18.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Minerals, game, salt,  blackberry pepper smoke leather plum",2021-08-26T00:31:20.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Dark fruit, plum, game, floral, leather, oak. ",2021-06-04T23:41:12.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.9,"Well aged american syrah. Beautiful brick rim. Full of black pepper, violet. Riped raspberry, blueberry. Silky. Cinnamon, chocolate finish.",2022-08-30T11:34:51.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,pepper blackberry plum dark chocolate,2022-02-03T01:15:14.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,Pale ruby. Smells of blackberry and vanilla. Medium+ tannins and balanced. Earthy flavors with a bit of black cherry. Very good. Thought it was French Cabernet Franc.,2021-08-21T02:06:43.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Lots of great berry notes up front like blueberry and black currant. Lots of baking spice and pepper notes hit next and some earthy, slate, and minerals hit last. Solid",2021-06-16T02:36:38.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Hay and earthy smell on opening,  blackberry, Currant, cherry.",2020-04-16T03:34:47.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"Gave this 4.5 because of the PQR. Stone, herb, and dark fruit on nose. Dry tannic fruity mouth. Reminiscent on some of the other Walla Walla syrahs that have a stone mouth, but this one goes down a bit easier / isn’t quite as complex (though still very well balanced, I’m comparing against $60-100 bottles.)",2020-12-14T04:34:40.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"It seems that this wine is true classic of American Syrah, which has creamy texture with very strong pepper flavor. It has a deep ruby color and beautiful notes of blackberries and raspberries. It has medium to full-bodied and flavorful finish. James Suckling gave 92 points for this 2017 vintage.",2022-01-13T02:01:19.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"This is so very very good. Notes of vanilla, blackberry, chocolate, leather (on the nose). dry, tannins are present. Full body yet enough acidity.
Had it with a home made chili con carne.
Will definitely buy again.",2020-02-02T11:56:16.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"More like a 3.7 or 3.8. But- there are other K Vintner syrahs that we prefer. A good wine, but in this price range I have others I like more. Maybe 3.9. ",2020-07-03T23:43:41.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,My first petit syrah and it was a nice surprise for me. I would like to try and pair with the appropriate meal and think it would then really shine.,2021-02-28T01:52:18.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,Great medium body Syrah.,2020-11-28T00:29:04.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"Nose is dark and smoky, sharpie, leather, pepper, and tannins. Lots of “tears” on the glass. Taste is high alcohol, medium structure, lots of dancing and lingering pepper. ",2021-01-03T03:33:20.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Medium bodied, light tannins. Hints of raspberry, subtle vanilla, slight strawberry. Trending towards lighter fruits as opposed to stone fruit. 
Definitely worth a try. ",2021-11-25T21:13:45.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"Perfectly balanced, succulent, mouth filling dark extracted, can’t get enough!",2022-05-05T14:28:44.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,Excellent! Had with pork chops.,2019-10-17T11:30:46.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Light, smooth, fruity Annie’s March 21",2021-03-17T21:33:29.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"This is a nice syrah! I give 3.75 stars. Tastes of black cherry and dark chocolate. It’s pretty dry for my liking, but overall tasty and I’d definitely drink it again. ",2021-06-16T03:27:52.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.0,"Medium + Ruby 

Pronounced black cherry, mint, cream, coconut, cedar, black plum, slight pepper, red plum, fruit forward 

Medium + body, high abv, high grippy Unripe tannin, medium, abv is quite obvious, medium length

Good quality, abv is too obvious, medium acid, so balance is a bit off, the palate can’t catch up to the nose.  Complexity and length is also lacking. 

Drink now, can age for a few years, the tannin and abv can help a bit.  

",2022-08-06T15:35:55.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.0,"Very tight and took several hours to open up. Once opened, faint nose of cherry, blueberry, vanilla and olive. Medium bodied with fresh acidity and fine grained tannins. Not my favorite K syrah that I've opened this year, but maybe it will improve with time. ",2020-07-26T00:42:27.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"Medium ruby in color. Pronounced intensity on the nose with aromas of blueberry, blackberry, black plum, boysenberry, blueberry danish/pastry, brioche, cloves. On the palate, some of those black fruits but also more earthy notes like forest floor and wet leaves with some pepper. Dry, high tannin, medium acid, medium alcohol. Balanced, medium length, medium+ intensity, medium complexity. Good to very good.",2021-06-18T17:17:36.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"blueberry, blackberry, pepper, leather, vanilla, chocolate, tannins on the hefty side—could use some time/air",2021-10-20T21:45:54.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"Medium-full bodied, medium+ acidity, moderate tannin, dry. Black olive, meaty/savory, smoky, dark fruits",2020-12-28T02:51:00.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.0,Starts slow then unfurls some spice and power without getting too big. ~29,2020-01-21T20:31:24.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,Not too heavy but rather delicate syrah,2021-05-14T16:13:06.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"Chewy and dry, but disappointing. ",2020-04-29T00:49:03.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"3.7
Lots of purple notes. Decent for the price. ",2020-12-26T19:50:25.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,Solid Syrah. Needs more time,2021-04-28T19:37:23.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.0,"Easy to drink, soft.",2020-10-04T21:18:29.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,Good not worth the price. Dry and smooth,2020-06-07T18:51:46.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,Delicious. Chocolate tasting and nice.,2020-05-15T02:24:52.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"A little spice hut, followed by licorice ",2021-06-25T04:29:45.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Plum, dark cherry, earth, gravel",2021-01-01T04:03:21.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,It tastes good. Deep ruby color and blackberry flavor.,2022-05-05T11:02:39.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,5.0,"Full bodied fruity, amazing. ",2020-10-25T02:00:55.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,Solid,2021-03-22T01:03:43.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,Good Shiraz,2021-03-01T06:05:55.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,2.5,Young so will revisit but this is fruit forward cherry is overpowering.,2019-09-29T00:13:43.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,solid washington state syrah!!,2020-03-22T23:42:46.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.0,"Needed a lot of time to open up. High alcohol until it did, but gradually blackberries, raisins, black pepper, and cloves came into play. ",2021-02-10T15:59:19.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,This has all the tastes that I associate w wines from the PNW. Pepper & earthy are the flavor notes. Black fruit curves the brassy mineral tastes that dominate this wine. Overall great experience. Best Syrah I’ve had recently.,2021-01-01T20:41:08.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,5.0,Fantastic,2021-08-24T00:48:17.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,5.0,"Perhaps you are indifferent? Thus today you wish to know what this bottle is about. 

Plum, pepper, berries. Smooth like jazz, the balance of flavor and depth is skill in a glass. As you sip,  please don’t shrug at what will be, but rather shout. 

K Syrah Syrah!",2021-05-02T21:22:20.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"Dry and oaky, left you wanting more.",2019-11-01T02:09:34.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"start with sweet berry and chocolate, vanilla , coffee and change to deep dry , dark berry, peper",2021-12-04T08:16:31.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.0,"Almost tastes like cherry medicine on the tongue and balances out with earthy tones. Not my favorite.
",2020-05-30T01:35:21.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"Anise, dark fruit, vanilla, blueberry, leather. Strong alcohol on the nose. Nice, but a little pricey. ",2020-03-28T23:35:46.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Awesome gamey aroma and very rich fruit . Young and closed right now, but my bet is that  with time and air it will unfurl with flavor.",2016-08-24T19:33:12.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,Dry full bodied,2020-12-11T03:05:08.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Elated to pay way too much for this in BC!
It was $30usd and almost $60cad 
But I had to, because Charles Smith knows what's up with Syrah, rich, full bodied, and nuanced.....that's what he does.
",2017-08-28T02:08:53.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,Angel really really liked this. This is a lively wine with real personality.  Nice berry flavors with good acidity. Will try to find more.,2019-11-27T01:27:56.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"4.2

Blind tasting led by @[1|24963514|Kevin Ware]. It had been a while since I’ve had K Vitners Syrah and it never disappoints ",2020-10-05T11:10:53.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"90/100. The 2018 may need more time to develop. As of now, the complexity and harmony of previously reviewed vintages is absent. Still good juice. ",2021-11-19T19:00:35.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,"Full fruit, a bit jammy, pairs well with spicy sausage. ",2021-12-04T03:24:47.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"Big and bold, rich dark fruit, white pepper, strong finish",2019-10-10T18:43:48.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Sample Exchange with @Gino Snoeck #2. Syrah from The States, new for me, nice! Let it breathe for 2h to get rid of the alcohol. Smoky nose with toasted accents & garrigue like herbs. Cassis, blueberries, some plums on alcohol, oak, eucalyptus whiff with touch of wet grass. Powerful palate loaded with herbs, packed black fruit & good acidity. Quite the finish with some sharp edges & some drying tannins. Feels young, but already very nice! 4.0.
",2021-03-14T08:56:17.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"After being underwhelmed with the last K I purchased (a 2011 vintage of The Deal) this was a very pleasant surprise...especially given I found this for <$40 in a private store. I was prepared to decant it for awhile, but it really didn't need it. Popped and poured it was very approachable - smooth oak & rich dark fruits. As it opened up more complex notes of smoked meat, licorice & spice appeared. Med acidity/med finish. It paired very nicely with pulled pork. ",2018-01-22T06:25:01.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"92 Points - K Vintners is producing some great stuff out of Washington State. I’m not sure this is one of my favourites, but nonetheless it showed exactly what Washington Syrah is supposed to be.

Evergreen pine needles, thistles, with raw cocoa and light roast coffee, green cocoa, red plums, and fresh herbs. Stem tannins give the wine some bite, but with age should integrate.Overall this is quite an underripe style, but complex and well made.",2018-01-07T08:57:28.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Entry level wine from K Vintners,
Nice nose with dark berries fruit, plums, spices, dark chocolate, medium to full bodied palate, same black fruit flavors, spice, powerful but not overdone, coffee and herbs, fairly acidity and good tannin structure for balance, nice but still young Syrah. 90 DSP",2018-05-21T19:30:23.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"One of my first higher end 2015 Washington vintage wines and it is a beauty.  Concentrated.  Grilled meats, black olives, black berries, pepper and big glorious tannins.  Great nose and finish.  For my friend Chad, this is one serious QPR gem at $30.",2017-04-13T03:26:46.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"Had this wine with steak. Lighter in the glass than I expected, but full bodied with lots of juicy tannins. Would highly recommend if you are looking for a big red.",2020-06-26T00:00:35.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.1,"On the nose 👃: blackberry leather with a touch of oak. On the tongue 👅:  
plum blackberry oak pepper leather. 

This is a very nice wine 🍷 from Washington state 🇺🇸🥂‼️",2022-08-30T23:16:09.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,A nice rich Syrah. It's deep ruby in color and has a nice complexity to it. I get pepper and blackberries with a smoky quality. The tannins are bright without being overwhelming.,2017-03-30T22:10:50.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.3,blueberry blackberry tobacco on the nose. oak smoke leather ash mushroom developed on the palate. stiff tannin proves it's young and has potential for more years to come.,2022-04-01T13:31:36.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,3.5,Good enough,2021-05-02T02:31:40.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Complex, dark berry nose with peppery and roasted notes. Very elegant and creamy, punchy, dense with wonderfully round tannins on the finish.",2014-10-10T08:04:25.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Very solid Syrah. These guys don’t seem to make a bad one, even at this lower price point. Super peppery upfront, raspberry jam behind it.",2018-05-23T00:32:43.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"This is dark rich wine in both aroma and flavor. Aromas of blueberry, licorice and smoke. Flavors of blueberry, blackberry and mild peat.  ",2017-02-12T01:36:22.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Lovely Syrah, with balance of tannin, deep red fruit, and touch of acidity. Still too young; should get even better with age.",2018-04-04T03:23:08.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.1,Solid Washington syrah. Will likely get even better with some more cellar time. Medium plus body tannins and acidity.  Tastes of blackberry plum blueberry vanilla oak leather smoke pepper and a touch of stone minerality,2022-08-31T20:47:54.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"A great complex Syrah. Deep dark red in color. Very tannic wine framed with a higher acidity. Rich aromas of dark fruit. Tastes of blackberry and black cherry balanced with a leathery , pepper and earthy finish. Full body. A drier wine with spice on the finish. ",2019-04-21T03:23:05.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"Tasted blind in a lineup of some pricey Charles Smith wines. Wow. This wines sucks you in and spins your mind grapes with its complexity. Typical blueberries, oak, vanilla, earthiness, sage, with great balance. This will last forever. Well, at least until the glaciers melt.",2018-10-29T01:15:13.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Single vineyard fruit from a premier region in the hands of a master like Charles Smith can only mean one thing, and that’s terrific wine, which this truly is. There’s a reason people love Washington Syrah and this is a great example. Big black fruit, plum, inky density, complimented with mile oak, white pepper, earthy notes and more, this wine is full bodied and rich and enjoyable all at once. I’m a fan of Smith, also Leighton, and all that their great minds and skill sets have to offer. Cheers all! 🍷",2022-03-02T03:30:14.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"A great entry level Syrah from Smith!

100% Syrah sourced from 2 vineyards on the Wahluke Slope, one of the hottest spots in the Columbia Valley AVA.

Nose with spicy floral/red fruit, pretty aromatic. Full body, med+ tannins/acidity.
Flavors focus on spicy floral and red fruit notes, leading to black olives and earth. Long finish.

A very good Syrah.",2018-07-18T15:57:21.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,5.0,"What the fuck it’s perfect. 
I can feel taste like very deep grapefruit and not source. full body",2022-03-09T14:35:50.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,Fog and black berries on nose...cherry profile and cola taste combined with a zippy acidity ... It has a nice medium to full body ... Lighter in fruit but nice tannins.,2018-05-16T02:32:42.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"3.75, but I rounded up. It's tight, for sure, but has powerful flavors of black currant, carmelized meats licorice, and spice.",2016-10-18T22:42:04.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.1,"Deep ruby color. Blackberry, pepper and some oak on the nose. Black fruits and spice on the palate. Good QPR on this one.",2022-06-19T20:17:31.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,5.0,"Love love love it
",2020-12-12T03:55:20.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,Deep earthy leather with strong spice and subtle undertones of dark fruit. Started excellent and got better as it opened over dinner.,2019-07-13T05:32:14.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Good.
Perfect balance.
Good for price.
Smooth and nice.",2022-01-18T09:47:49.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"2017vintage 3.8points
 vanilla oak pepper cherry earthy minerals raspberry savory blueberry",2022-01-21T10:26:40.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Juicy red fruits cherry, plum, blackberry, vanilla. Full bodied. ",2021-08-11T02:07:15.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,Very nice soft flavor. It definitely has to open up to enjoy the full range of flavor. I tasted fruit forward with rich finish. Worth a go for sure.,2020-07-19T22:44:36.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"4.0
Flavorful Syrah with blueberries and oak. Long burning finish. At this price point you can get better balanced and elegant wine.",2019-04-01T21:54:13.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"Delicious big, fruit forward Syrah. Was excellent with a simple roasted sirloin. ",2019-04-28T12:19:42.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Deep, smooth, earthy, smoky.",2020-01-18T01:38:15.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"Dark fruit- blueberry, blackberry, and plum. White pepper, leather, and smoke. Very good wine.",2019-12-31T18:44:37.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.5,"Blackberry cobbler and chocolate, with supporting flavors of oak and spices",2022-01-13T07:43:21.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"Medium ruby with a complex and quite expressive nose of blackberries, ripe blueberries, blackcurrant, leafs, game, sleet, minerality, salt, smoke, tobacco, leather, sweet licorice, green olives and vanilla pie. So much going on! Medium bodied, dry to off dry, firm tannins, medium acidity, with richness and flavors of tart red cherries and blueberries. Finishes medium long, juicy, with blackberries, tobacco leafs, slightly spicy with peppery notes. Wonderful Syrah yet still young and on the sweet side. ",2019-03-01T20:32:51.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
2017,1211835,4.0,"This is great Syrah for the money if you can find it.  A lot of berries and dark fruit coming through, as well as a kiss of oak, but you never lose sense of the varietal.  Cooler climate comes through as well. ",2018-07-13T23:03:21.000Z,K Vintners,Milbrandt Syrah 2017,4.0,238,576.1260862723343,en
